FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,FEN_After_First_Move,Evaluation,white_material,black_material,white_pieces,black_pieces
r1b1rnk1/2q4p/2p2Qp1/p1b5/1pP1p3/1P2PBP1/PB3P1P/3R1RK1 b - - 1 20,e8e6 f6h8 g8f7 h8g7 f7e8 g7c7,1339,75,81,557,crushing long middlegame skewer,https://lichess.org/aHQDi8ab/black#40,r1b2nk1/2q4p/2p1rQp1/p1b5/1pP1p3/1P2PBP1/PB3P1P/3R1RK1 w - - 2 21,763,32,34,13,13
6r1/1p1k1pp1/1pnbpn2/4r2p/1P1N1B2/P1P4P/4BPP1/R3R1K1 b - - 2 22,c6d4 f4e5 d4e2 e1e2 d6e5 e2e5,1395,77,94,11506,advantage long middlegame,https://lichess.org/na5XbolY/black#44,6r1/1p1k1pp1/1p1bpn2/4r2p/1P1n1B2/P1P4P/4BPP1/R3R1K1 w - - 0 23,282,22,25,11,12
r4rk1/6pp/p4pq1/3Np3/2ppP2P/Q5P1/2P5/3RR1K1 b - - 0 26,c4c3 d5e7 g8h8 e7g6,980,77,90,416,crushing fork middlegame short,https://lichess.org/y2jQxoGp/black#52,r4rk1/6pp/p4pq1/3Np3/3pP2P/Q1p3P1/2P5/3RR1K1 w - - 0 27,581,26,26,9,11
6k1/5ppp/q3p3/p2B4/P4r2/1P4P1/Q6P/4NK2 w - - 0 32,f1g2 a6f1,900,93,93,242,endgame mate mateIn1 oneMove,https://lichess.org/qOzYVpLu#63,6k1/5ppp/q3p3/p2B4/P4r2/1P4P1/Q5KP/4N3 b - - 1 32,-1,19,19,8,8
1r4nB/3b1k1p/p3pp2/4b3/q3pP2/2P1Q3/PP4PP/3R1RK1 b - f3 0 20,e5c7 e3h3 c7b6 g1h1,2242,115,86,20,crushing defensiveMove middlegame short,https://lichess.org/rzlNWuB0/black#40,1r4nB/2bb1k1p/p3pp2/8/q3pP2/2P1Q3/PP4PP/3R1RK1 w - - 1 21,209,28,28,11,11
r3r1k1/pp2qp1p/6p1/3p1b2/P2Bn1P1/3B1Q1P/1P6/4RRK1 b - - 0 19,e4g5 e1e7 g5f3 f1f3 e8e7 g4f5,1589,104,81,22,advantage long master middlegame,https://lichess.org/Uk9AtpiS/black#38,r3r1k1/pp2qp1p/6p1/3p1bn1/P2B2P1/3B1Q1P/1P6/4RRK1 w - - 1 20,217,29,31,10,12
8/3k1pp1/4p1p1/7n/1p1PP2P/pP2KP2/B5P1/8 w - - 0 33,e3d3 h5f4 d3c4 f4g2,742,98,83,204,crushing endgame short,https://lichess.org/SmMVUsd7#65,8/3k1pp1/4p1p1/7n/1p1PP2P/pP1K1P2/B5P1/8 b - - 1 33,-263,9,9,8,8
r4r1k/pp3pN1/7p/2PnN3/1n4pP/Pq1PP1B1/1P1Q1PP1/1K1R3R w - - 1 22,g7f5 b3a2 b1c1 a2a1,1086,77,52,86,mate mateIn2 middlegame queensideAttack short,https://lichess.org/tuizsmg8#43,r4r1k/pp3p2/7p/2PnNN2/1n4pP/Pq1PP1B1/1P1Q1PP1/1K1R3R b - - 2 22,-2,36,30,15,11
N4Q2/1p6/p5kp/2P3b1/1P6/P3PKP1/6PP/2q5 w - - 9 35,f3g4 c1d1 f8f3 d1d7 f3f5 d7f5,2166,96,84,32,endgame long mate mateIn3,https://lichess.org/ZTbdOKnl#69,N4Q2/1p6/p5kp/2P3b1/1P4K1/P3P1P1/6PP/2q5 b - - 10 35,-3,19,15,10,6
5bk1/5R2/p6P/1p1q2r1/3p4/2P5/P4QP1/6K1 b - - 2 40,f8c5 h6h7 g8h8 f2f6 g5g7 f6g7,1949,75,92,859,advancedPawn endgame exposedKing long mate mateIn3,https://lichess.org/pDF2Sv49/black#80,6k1/5R2/p6P/1pbq2r1/3p4/2P5/P4QP1/6K1 w - - 3 41,3,18,20,7,7
1r4k1/q4pp1/2Q5/1BK1p1B1/1PP5/6P1/5P2/8 w - - 1 47,c5d5 a7d4,1519,86,86,2102,endgame mate mateIn1 oneMove,https://lichess.org/ypb01MKF#93,1r4k1/q4pp1/2Q5/1B1Kp1B1/1PP5/6P1/5P2/8 b - - 2 47,-1,19,17,8,6
r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2495,78,93,4977,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/cafPuOxW#47,r1b5/7p/pp4pk/2qQ1n1r/8/PBN2P1P/1PP3P1/3RR2K b - - 0 24,-3,31,29,12,10
8/8/8/8/RP3ppk/1r6/5PK1/8 w - - 2 41,b4b5 f4f3 g2h2 b3b2 b5b6 b2f2,1815,77,91,158,crushing endgame long rookEndgame,https://lichess.org/Yls7TfJP#81,8/8/8/1P6/R4ppk/1r6/5PK1/8 b - - 0 41,-540,7,7,4,4
r3r1k1/pp1b1pp1/1q2p2p/3p4/8/P1P3P1/1PB1QPP1/R3R1K1 b - - 0 22,b6b2 c2h7 g8h7 e2b2,1157,124,67,40,advantage discoveredAttack middlegame short,https://lichess.org/WVKu2WlR/black#44,r3r1k1/pp1b1pp1/4p2p/3p4/8/P1P3P1/1qB1QPP1/R3R1K1 w - - 0 23,567,27,29,10,12
3q1rk1/B2b1pbp/B5p1/3Pp3/2p1P3/8/P2QNPPP/6K1 w - - 0 20,a6c4 d8c7 c4b3 c7a7,1280,228,-35,4,crushing fork middlegame short,https://lichess.org/aohrgXRR#39,3q1rk1/B2b1pbp/6p1/3Pp3/2B1P3/8/P2QNPPP/6K1 b - - 0 20,-486,24,24,11,9
r3kb1r/pppb1ppp/5n2/3PN3/Q2nP3/2N5/Pq1B1PPP/1R2KB1R b Kkq - 3 11,d4c2 e1e2 b2b1 e5d7,2393,80,85,277,advantage defensiveMove opening sacrifice short,https://lichess.org/vpN3Ih0R/black#22,r3kb1r/pppb1ppp/5n2/3PN3/Q3P3/2N5/PqnB1PPP/1R2KB1R w Kkq - 4 12,341,37,37,14,14
8/p5k1/2p1R1P1/3p4/3P4/r7/1r6/5RK1 b - - 5 32,b2c2 f1f7 g7h6 g6g7 h6h7 e6h6 h7h6 g7g8q,1962,75,87,468,advancedPawn crushing deflection discoveredAttack endgame exposedKing promotion rookEndgame veryLong,https://lichess.org/qgP1xvdW/black#64,8/p5k1/2p1R1P1/3p4/3P4/r7/2r5/5RK1 w - - 6 33,260,12,13,5,6
8/8/p5k1/2pnq3/P3N1R1/5K2/7P/8 b - - 9 45,g6f5 g4g5 f5e6 e4c5,2089,75,92,595,crushing endgame master short,https://lichess.org/CQz1Gkne/black#90,8/8/p7/2pnqk2/P3N1R1/5K2/7P/8 w - - 10 46,322,10,14,5,5
5rq1/pp6/2pk4/4pp2/3pPQ2/3P3P/PPP2Pr1/2KR3R w - - 0 25,f4f3 f5e4 f3g2 g8g2,1401,75,70,1166,crushing endgame short,https://lichess.org/uZuQvZNB#49,5rq1/pp6/2pk4/4pp2/3pP3/3P1Q1P/PPP2Pr1/2KR3R b - - 1 25,-545,26,25,11,10
1k5b/pp2n1q1/n1pN4/4Pb2/5B2/1BN2Q2/PPP3P1/3rK3 w - - 0 21,e1d1 f5g4 d1c1 g4f3,1399,77,94,12484,crushing master middlegame pin short,https://lichess.org/V70IvV77#41,1k5b/pp2n1q1/n1pN4/4Pb2/5B2/1BN2Q2/PPP3P1/3K4 b - - 0 21,-427,26,24,11,9
4qB1k/pp4pp/4K3/2Q1P3/2P5/3r2PP/P7/R6R w - - 7 32,f8e7 e8d7 e6f7 d3f3,2352,77,93,5754,endgame mate mateIn2 short,https://lichess.org/lEeBiGlY#63,4q2k/pp2B1pp/4K3/2Q1P3/2P5/3r2PP/P7/R6R b - - 8 32,-2,27,18,10,7
6k1/1p4bp/prn3p1/5p2/4p3/P3P1NP/4B1P1/2R3K1 b - - 1 27,b6b3 e2c4 g8h8 c4b3,1005,84,83,41,advantage endgame fork short,https://lichess.org/Jkw92my4/black#54,6k1/1p4bp/p1n3p1/5p2/4p3/Pr2P1NP/4B1P1/2R3K1 w - - 2 28,453,15,17,8,10
1b5r/1p5r/1ppP4/5k2/5pN1/P7/1P3PP1/3RRK2 w - - 1 32,g4e5 h7h1 f1e2 h1e1,1545,74,83,190,crushing endgame short,https://lichess.org/ffQ2xpf7#63,1b5r/1p5r/1ppP4/4Nk2/5p2/P7/1P3PP1/3RRK2 b - - 2 32,-474,18,17,9,8
2r5/1p4pp/p3p1k1/n1N5/P7/4P3/1P2K1PP/2R5 w - - 7 26,e2d2 c8c5 c1c5 a5b3 d2c3 b3c5,1350,74,92,1566,attraction crushing endgame fork long sacrifice,https://lichess.org/EfizKyGx#51,2r5/1p4pp/p3p1k1/n1N5/P7/4P3/1P1K2PP/2R5 b - - 8 26,-512,13,13,8,8
r2qkb1r/pQ2pppp/3p4/8/3n4/6PP/PP3P2/RN2R1K1 b kq - 0 14,d4c2 b7c6 d8d7 c6a8 d7d8 a8c6,1925,75,87,354,advantage deflection fork long middlegame,https://lichess.org/RRwmDsst/black#28,r2qkb1r/pQ2pppp/3p4/8/8/6PP/PPn2P2/RN2R1K1 w kq - 1 15,538,27,31,10,12
4r1k1/1q6/7b/5r1p/3p4/R2Np1P1/1P2Q2P/4R1K1 w - - 4 42,e1f1 f5f1 e2f1 e3e2,1221,77,86,1433,advancedPawn crushing middlegame short,https://lichess.org/tLoinc7K#83,4r1k1/1q6/7b/5r1p/3p4/R2Np1P1/1P2Q2P/5RK1 b - - 5 42,-656,25,25,8,8
2r2rk1/p2q1pbn/bp1p4/2pPp1PQ/2P1P2p/N6P/PP2BP2/R3R1K1 b - - 2 25,d7h3 e2g4 h3g4 h5g4,1567,75,84,316,crushing fork middlegame short,https://lichess.org/tuTL5kz2/black#50,2r2rk1/p4pbn/bp1p4/2pPp1PQ/2P1P2p/N6q/PP2BP2/R3R1K1 w - - 0 26,376,32,35,13,14
4R3/8/8/KP2r3/5k2/8/8/8 w - - 1 65,a5a6 e5e8 a6b6 f4e5,1760,76,88,459,crushing defensiveMove endgame hangingPiece rookEndgame short,https://lichess.org/b1LSZcFg#129,4R3/8/K7/1P2r3/5k2/8/8/8 b - - 2 65,-543,6,5,3,2
8/p1Q2pk1/3p4/3Pr1p1/7p/4BqP1/P4P1P/5RK1 w - - 0 27,c7d6 h4h3 d6e5 g7h7 e5f5 f3f5,2457,77,90,1718,advantage defensiveMove endgame long sacrifice,https://lichess.org/7xrJTkN1#53,8/p4pk1/3Q4/3Pr1p1/7p/4BqP1/P4P1P/5RK1 b - - 0 27,67,22,18,9,7
8/8/2P1k3/8/8/p2P2Bp/Kb6/8 b - - 5 44,b2c1 d3d4 c1b2 d4d5,1959,77,91,1237,bishopEndgame crushing endgame quietMove short,https://lichess.org/ajxIaD2f/black#88,8/8/2P1k3/8/8/p2P2Bp/K7/2b5 w - - 6 45,416,5,5,4,4
3Q1k2/8/8/2P5/1n5P/5q2/5P2/6K1 b - - 2 51,f8g7 d8d4 g7f7 d4b4,1709,75,93,2760,crushing endgame fork short,https://lichess.org/yiGgg6Gr/black#102,3Q4/6k1/8/2P5/1n5P/5q2/5P2/6K1 w - - 3 52,390,12,12,5,3
2kr4/1bp1n1pp/pp4q1/3Pn3/4P3/2NB4/PP1Q1PPP/2R1R1K1 w - - 2 18,f2f4 e5f3 g1h1 f3d2,1054,80,89,108,advantage middlegame pin short,https://lichess.org/Ji4PKgHf#35,2kr4/1bp1n1pp/pp4q1/3Pn3/4PP2/2NB4/PP1Q2PP/2R1R1K1 b - - 0 18,-444,32,28,13,11
2k5/1R2R3/1P1r4/7p/6p1/6P1/3n1PKP/3r4 b - - 0 37,d2f3 e7c7 c8d8 b7b8,1846,90,65,80,endgame mate mateIn2 short,https://lichess.org/Y9obAgnT/black#74,2k5/1R2R3/1P1r4/7p/6p1/5nP1/5PKP/3r4 w - - 1 38,2,14,15,7,6
2R5/8/8/1p6/nk6/1p6/1K6/8 w - - 8 55,b2b1 b4a3 c8c6 b3b2 c6a6 a3b3 a6a4 b3a4 b1b2 a4b4,2574,78,93,1138,advancedPawn crushing defensiveMove endgame veryLong zugzwang,https://lichess.org/vCdRWEpI#109,2R5/8/8/1p6/nk6/1p6/8/1K6 b - - 9 55,-532,5,5,2,4
r4b1r/p1k1p1p1/2p5/2p1P2p/1q1nQB2/3P4/P5PP/R4RK1 b - - 1 21,d4c2 e5e6 c7d8 e4c6 b4d4 g1h1,1655,74,92,755,advantage defensiveMove deflection discoveredAttack long middlegame,https://lichess.org/4PlFpjY7/black#42,r4b1r/p1k1p1p1/2p5/2p1P2p/1q2QB2/3P4/P1n3PP/R4RK1 w - - 2 22,170,27,31,10,12
3r2k1/1n1rbppp/pp2p3/2p5/1PP1P3/P3BN2/5PPP/2RR2K1 w - - 3 19,f3e5 d7d1 c1d1 d8d1,617,84,76,209,backRankMate mate mateIn2 middlegame short,https://lichess.org/WQqidVJR#37,3r2k1/1n1rbppp/pp2p3/2p1N3/1PP1P3/P3B3/5PPP/2RR2K1 b - - 4 19,-2,23,23,12,12
2k2b1r/1pp2Npp/p3pn2/8/8/6P1/PPP1KP1P/3R4 b - - 0 17,h8g8 d1d8,711,83,85,133,endgame mate mateIn1 oneMove,https://lichess.org/ZpGP3em3/black#34,2k2br1/1pp2Npp/p3pn2/8/8/6P1/PPP1KP1P/3R4 w - - 1 18,1,14,17,9,10
r1b1k2r/pp1pnppp/4p1q1/4P3/2P5/P1Q5/1P3PPP/R1B1KB1R w KQkq - 1 11,g2g3 g6e4 c1e3 e4h1,866,76,92,586,crushing fork middlegame short,https://lichess.org/uRLCAVL8#21,r1b1k2r/pp1pnppp/4p1q1/4P3/2P5/P1Q3P1/1P3P1P/R1B1KB1R b KQkq - 0 11,-320,32,32,13,13
2k3r1/pp1b1p2/2pp1q2/4p3/2BPP2P/2Q2nb1/PPP5/2K2R1R b - - 0 23,e5d4 c3f3 f6h6 c1b1,1571,75,93,1316,advantage defensiveMove middlegame short,https://lichess.org/2q5j3HUy/black#46,2k3r1/pp1b1p2/2pp1q2/8/2BpP2P/2Q2nb1/PPP5/2K2R1R w - - 0 24,321,27,29,10,12
8/3N1Q1k/6pp/3P4/4P3/6P1/qq3PKP/8 b - - 0 39,b2g7 d7f6 h7h8 f7e8 g7f8 e8f8,1327,75,86,496,endgame long mate mateIn3,https://lichess.org/ynZ9yu1x/black#78,8/3N1Qqk/6pp/3P4/4P3/6P1/q4PKP/8 w - - 1 40,3,17,20,8,5
2k5/p1p2ppp/2R5/8/8/6Pb/PPQ1qb1P/R5K1 w - - 0 22,g1h1 e2f3,1085,76,99,754,endgame mate mateIn1 oneMove,https://lichess.org/YQb8WYQb#43,2k5/p1p2ppp/2R5/8/8/6Pb/PPQ1qb1P/R6K b - - 1 22,-1,23,20,8,9
8/7b/8/p7/2BNpn2/k1K1p3/P7/8 b - - 9 58,f4d3 c4b3 e3e2 d4c2,2091,78,91,1491,endgame mate mateIn2 quietMove short,https://lichess.org/b41IbQK9/black#116,8/7b/8/p7/2BNp3/k1Knp3/P7/8 w - - 10 59,2,7,9,4,6
8/8/p1p2p1p/3pk1p1/PPP5/3KP1P1/6P1/8 b - - 0 34,d5c4 d3c4 e5d6 g3g4 f6f5 g4f5,2031,84,83,41,crushing endgame long pawnEndgame quietMove,https://lichess.org/THj1HQlR/black#68,8/8/p1p2p1p/4k1p1/PPp5/3KP1P1/6P1/8 w - - 0 35,271,5,6,6,7
1R6/6Q1/2p5/7p/1P4nq/3P3P/2Pk1rP1/5RK1 w - - 1 35,b8e8 f2f1 g1f1 h4f2,1277,76,93,3950,attraction endgame mate mateIn2 short,https://lichess.org/ndXpB9SI#69,4R3/6Q1/2p5/7p/1P4nq/3P3P/2Pk1rP1/5RK1 b - - 2 35,-2,24,19,9,6
8/5p1p/K3p1p1/2k5/Pp2PP2/1P6/2B4n/8 b - - 1 41,h2f3 a6b7 f3d4 a4a5 d4c2 a5a6 c2d4 a6a7,1944,75,95,1194,advancedPawn crushing endgame quietMove sacrifice veryLong,https://lichess.org/XBIUOv2a/black#82,8/5p1p/K3p1p1/2k5/Pp2PP2/1P3n2/2B5/8 w - - 2 42,153,7,8,6,7
4k3/p1p4R/1p2K3/3p1P2/1P6/P1r5/8/8 b - - 1 46,d5d4 h7h8,777,83,99,1704,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/FtutWCG0/black#92,4k3/p1p4R/1p2K3/5P2/1P1p4/P1r5/8/8 w - - 0 47,1,8,9,5,6
r7/1p3p1k/2p3p1/P1Qp1r1p/1P1Rq2P/4P1P1/5P2/4R1K1 b - - 10 33,e4f3 d4f4 f5f4 e3f4,1288,76,90,1400,crushing endgame short,https://lichess.org/jqNX1xmb/black#66,r7/1p3p1k/2p3p1/P1Qp1r1p/1P1R3P/4PqP1/5P2/4R1K1 w - - 11 34,243,25,25,10,10
2r3k1/pp3pp1/4p2p/3pP3/8/1P1q2P1/P5PP/5Q1K w - - 0 26,f1d3 c8c1 d3d1 c1d1,612,103,60,107,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/jRSULLpN#51,2r3k1/pp3pp1/4p2p/3pP3/8/1P1Q2P1/P5PP/7K b - - 0 26,-2,15,12,8,9
8/6pk/p7/8/1P2QP2/q2p4/3r3P/3R2K1 b - - 4 36,h7h8 e4e8 h8h7 e8h5,1882,75,87,60,crushing endgame short,https://lichess.org/PEkw5z0O/black#72,7k/6p1/p7/8/1P2QP2/q2p4/3r3P/3R2K1 w - - 5 37,566,17,17,6,6
3rR2k/p4ppp/2p5/3p1N2/8/8/P1q2PPP/4R1K1 b - - 1 24,d8e8 e1e8,884,101,100,34,endgame mate mateIn1 oneMove,https://lichess.org/KVJpeGfM/black#48,4r2k/p4ppp/2p5/3p1N2/8/8/P1q2PPP/4R1K1 w - - 0 25,1,12,20,7,9
Q2rkb2/6p1/p5p1/1p3p2/5P2/2Pq4/PP4PP/RNB2RK1 w - - 2 21,a8a6 f8c5 c1e3 c5e3 g1h1 d3f1,1461,74,77,286,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/udRncw99#41,3rkb2/6p1/Q5p1/1p3p2/5P2/2Pq4/PP4PP/RNB2RK1 b - - 0 21,-3,31,21,12,8
5rk1/5ppp/p1q1p3/1p1r4/2pP2Q1/P1P4P/1P3PP1/1R2R1K1 w - - 4 23,e1e4 f7f5 e4e6 c6e6,1491,81,64,37,crushing endgame fork short,https://lichess.org/hyRrTPPO#45,5rk1/5ppp/p1q1p3/1p1r4/2pPR1Q1/P1P4P/1P3PP1/1R4K1 b - - 5 23,-486,26,26,11,11
4n1k1/Q4p2/3p3p/p1pP1qp1/8/Pr4P1/6PP/5R1K w - - 0 37,f1f5 b3b1 f5f1 b1f1,688,99,81,763,backRankMate endgame mate mateIn2 short,https://lichess.org/0i86KI8p#73,4n1k1/Q4p2/3p3p/p1pP1Rp1/8/Pr4P1/6PP/7K b - - 0 37,-2,19,14,8,9
2r2rk1/pp3p1p/q2p2pP/6P1/2R5/2Q1P3/4KP2/3R1B2 b - - 0 29,c8c4 c3g7,966,77,100,891,endgame mate mateIn1 oneMove,https://lichess.org/SufauvwE/black#58,5rk1/pp3p1p/q2p2pP/6P1/2r5/2Q1P3/4KP2/3R1B2 w - - 0 30,1,21,25,8,10
3r1k2/2R3pr/1R6/p4p2/8/P5KP/1P4P1/8 w - - 6 43,g3f4 g7g5 f4g5 h7c7,1797,74,95,14862,advantage discoveredAttack endgame rookEndgame short,https://lichess.org/jK2pnCtW#85,3r1k2/2R3pr/1R6/p4p2/5K2/P6P/1P4P1/8 b - - 7 43,-388,14,13,7,6
r4rk1/3nppb1/3p3p/qNpP2p1/P3P3/1P4n1/3N1PPP/R2QR1K1 w - - 0 19,h2g3 g7a1 d2c4 a5b4,1693,74,91,560,advantage middlegame short,https://lichess.org/L5KEYosz#37,r4rk1/3nppb1/3p3p/qNpP2p1/P3P3/1P4P1/3N1PP1/R2QR1K1 b - - 0 19,-260,32,31,13,12
5rk1/2p2pp1/p2nbq1p/7r/8/2P1B3/PPQN1PPP/R3R1K1 w - - 6 19,d2e4 f6h4 f2f3 h4h2,2099,76,89,787,advantage kingsideAttack middlegame short,https://lichess.org/Ib8mFep8#37,5rk1/2p2pp1/p2nbq1p/7r/4N3/2P1B3/PPQ2PPP/R3R1K1 b - - 7 19,-275,31,30,12,11
6k1/3n2pp/p4p2/2q1p3/3p4/PQ1P3P/1B3PP1/6K1 b - - 3 29,g8f8 a3a4 f8e7 b2a3,1755,74,78,140,clearance crushing endgame pin quietMove short,https://lichess.org/d9XtpOvR/black#58,5k2/3n2pp/p4p2/2q1p3/3p4/PQ1P3P/1B3PP1/6K1 w - - 4 30,450,17,18,8,9
8/p6R/6R1/1p3k2/2p5/P1P5/KP1r1P2/3b4 w - - 1 47,g6g8 d1b3 a2a1 d2d1,1163,105,33,18,endgame mate mateIn2 short,https://lichess.org/0TqpYUVZ#93,6R1/p6R/8/1p3k2/2p5/P1P5/KP1r1P2/3b4 b - - 2 47,-2,14,11,7,6
1r2r3/1pp3pk/p1n4P/3Qp1B1/3b4/8/P1q2PP1/5RK1 b - - 0 27,g7h6 d5f7 h7h8 g5f6,1135,80,94,1542,mate mateIn2 middlegame short,https://lichess.org/AcO2ImfL/black#54,1r2r3/1pp4k/p1n4p/3Qp1B1/3b4/8/P1q2PP1/5RK1 w - - 0 28,2,20,30,7,11
r2qkbnr/1n1bpppp/p2p4/3P4/1B2P3/5N2/1P3PPP/RN1QKB1R w KQkq - 1 11,a1a6 a8a6 f1a6 d8b6,1522,75,92,1181,advantage opening short,https://lichess.org/yR9FvAmd#21,r2qkbnr/1n1bpppp/R2p4/3P4/1B2P3/5N2/1P3PPP/1N1QKB1R b Kkq - 0 11,-135,37,36,14,13
4r3/pp4pp/3B1n2/5k2/2Q3P1/P7/1P1K3P/n3r3 b - - 0 27,f6g4 c4f4 f5g6 f4g4,1582,500,100,0,deflection endgame equality short,https://lichess.org/zxLwsqNJ/black#54,4r3/pp4pp/3B4/5k2/2Q3n1/P7/1P1K3P/n3r3 w - - 0 28,12,15,20,6,9
r4rk1/ppp5/2b2pN1/3q2p1/3PnBQ1/2P5/PP4P1/R3R1K1 b - - 1 20,g5f4 g6e7 g8f7 e7d5,1147,93,77,214,middlegame,https://lichess.org/iofZZco6/black#40,r4rk1/ppp5/2b2pN1/3q4/3PnpQ1/2P5/PP4P1/R3R1K1 w - - 0 21,528,27,30,10,11
r1b2rk1/pp2ppbp/3p1np1/q1p1P3/1n1P1P2/1PN2N2/PBPQ2PP/R3KB1R b KQ - 2 10,c5d4 e5f6 d4c3 b2c3 g7f6 c3b4,1844,76,79,58,advantage long middlegame,https://lichess.org/jRPmkxGC/black#20,r1b2rk1/pp2ppbp/3p1np1/q3P3/1n1p1P2/1PN2N2/PBPQ2PP/R3KB1R w KQ - 0 11,163,38,39,15,16
4r1k1/3pqpp1/5r2/Q7/8/4BN2/PP3nPP/3R1K1R w - - 0 23,e3f2 e7e2 f1g1 e2d1,1081,74,96,3305,crushing fork middlegame short,https://lichess.org/eqIPvKQL#45,4r1k1/3pqpp1/5r2/Q7/8/5N2/PP3BPP/3R1K1R b - - 0 23,-443,29,22,10,7
r2qr1k1/1p1n2p1/p1p1b2p/3P1p2/8/2B3Q1/PPPN2PP/R4RK1 b - - 0 18,c6d5 g3g7,1266,132,71,42,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/25wO1Xvs/black#36,r2qr1k1/1p1n2p1/p3b2p/3p1p2/8/2B3Q1/PPPN2PP/R4RK1 w - - 0 19,1,30,31,11,12
2k5/R7/P1B5/2p4p/3bP3/3K2p1/2P4r/8 w - - 0 35,a7c7 c8c7 a6a7 c5c4 d3d4 g3g2,2449,78,70,104,advancedPawn crushing endgame hangingPiece long,https://lichess.org/n5JaYhRz#69,2k5/2R5/P1B5/2p4p/3bP3/3K2p1/2P4r/8 b - - 1 35,-364,11,11,6,6
2r5/pp2kpr1/3p4/3P4/3pP2p/3P3P/PP3R2/5R1K b - - 0 29,g7g3 f2f7 e7d8 f7f8 d8c7 f1c1,2280,81,86,85,crushing endgame long rookEndgame,https://lichess.org/t1wJ2jSO/black#58,2r5/pp2kp2/3p4/3P4/3pP2p/3P2rP/PP3R2/5R1K w - - 1 30,474,16,16,9,9
8/pppRk1p1/4n1Pp/4p2P/4P3/2P1K3/Pr3rP1/3R4 b - - 3 27,e7f6 d7f7 f6g5 f7f2 b2f2 e3f2,1324,76,86,171,advantage endgame long,https://lichess.org/J5GeJaVc/black#54,8/pppR2p1/4nkPp/4p2P/4P3/2P1K3/Pr3rP1/3R4 w - - 4 28,266,16,19,9,10
r4rk1/2p5/p6p/1p4p1/4Q3/3B4/P1PB1q2/4R2K b - - 3 30,f2f7 e1f1 f8e8 f1f7 e8e4 d3e4,1747,74,86,839,crushing long middlegame,https://lichess.org/SPL3gbny/black#60,r4rk1/2p2q2/p6p/1p4p1/4Q3/3B4/P1PB4/4R2K w - - 4 31,347,22,24,7,9
r4rk1/pp3pbp/5pp1/7q/1Q1PP1b1/3B1N1P/PP1B1P2/R3K2R w KQ - 0 18,h3g4 h5h1 e1e2 h1a1,877,95,95,640,advantage fork hangingPiece middlegame short skewer,https://lichess.org/F902uvuZ#35,r4rk1/pp3pbp/5pp1/7q/1Q1PP1P1/3B1N2/PP1B1P2/R3K2R b KQ - 0 18,-302,34,28,13,11
1kr5/ppQ4b/8/8/3P4/3q3P/PP4P1/K1R2R2 b - - 0 28,c8c7 f1f8 c7c8 c1c8,605,95,86,389,endgame mate mateIn2 short,https://lichess.org/RJXSv13v/black#56,1k6/ppr4b/8/8/3P4/3q3P/PP4P1/K1R2R2 w - - 0 29,2,15,19,8,6
6rk/2R1R3/1p5p/3N2p1/8/3b4/Pr6/4K3 b - - 1 36,g8f8 d5f6 b2b1 e1d2 f8d8 e7e8 d8e8 d2d3 b1d1 d3c2 d1c1 c2c1 e8c8 c7c8,1909,184,76,22,crushing defensiveMove deflection endgame exposedKing quietMove sacrifice veryLong,https://lichess.org/Gel7SkZm/black#72,5r1k/2R1R3/1p5p/3N2p1/8/3b4/Pr6/4K3 w - - 2 37,511,14,16,5,7
4r1k1/6p1/p3p3/1p1q1p2/2p1nP2/2P1PQ2/PPR4P/4B1K1 b - - 0 31,e4c3 f3h5 d5d1 h5e8,1927,84,79,38,advantage endgame short,https://lichess.org/pus6AIfw/black#62,4r1k1/6p1/p3p3/1p1q1p2/2p2P2/2n1PQ2/PPR4P/4B1K1 w - - 0 32,179,22,23,9,10
4r1k1/Q4ppp/8/5q2/1P1br3/P2p2P1/3P1P1P/2R1RBK1 w - - 7 31,e1e4 f5f2 g1h1 f2g1,1990,80,81,252,mate mateIn2 middlegame short,https://lichess.org/TNlFkccZ#61,4r1k1/Q4ppp/8/5q2/1P1bR3/P2p2P1/3P1P1P/2R2BK1 b - - 0 31,-2,28,21,11,8
6rk/1R5p/p1p5/5P2/P3PNn1/1P4Pp/1P1r3P/5RK1 w - - 1 30,b7c7 g4h2 f1f2 d2f2 g1f2 h2g4 f2g1 h3h2 g1h1 g8d8 f4d5 c6d5,2046,136,38,16,advancedPawn attraction crushing endgame quietMove veryLong,https://lichess.org/ZTd1Nl2D#59,6rk/2R4p/p1p5/5P2/P3PNn1/1P4Pp/1P1r3P/5RK1 b - - 2 30,-48,20,17,11,8
1b6/5k2/6p1/PN6/4n2p/4B3/1P6/1K6 w - - 0 48,a5a6 h4h3 e3g1 e4d2 b1c2 d2f3,2002,75,87,316,crushing endgame long,https://lichess.org/PtH4uv0p#95,1b6/5k2/P5p1/1N6/4n2p/4B3/1P6/1K6 b - - 0 48,-322,8,8,5,5
